Test #,Question,RAG BLEU-1,RAG BLEU-2,RAG BLEU-4,RAG ROUGE-1,RAG ROUGE-2,RAG ROUGE-L,RAG Reference Length (tokens),RAG Prediction Length (tokens),RAG Reference Length (chars),RAG Prediction Length (chars),RAG Contextual Relevance,RAG Semantic Similarity,RAG Distinct-1,RAG Distinct-2,RAG Response Time (s),Vanilla BLEU-1,Vanilla BLEU-2,Vanilla BLEU-4,Vanilla ROUGE-1,Vanilla ROUGE-2,Vanilla ROUGE-L,Vanilla Reference Length (tokens),Vanilla Prediction Length (tokens),Vanilla Reference Length (chars),Vanilla Prediction Length (chars),Vanilla Contextual Relevance,Vanilla Semantic Similarity,Vanilla Distinct-1,Vanilla Distinct-2,Vanilla Response Time (s),Hybrid BLEU-1,Hybrid BLEU-2,Hybrid BLEU-4,Hybrid ROUGE-1,Hybrid ROUGE-2,Hybrid ROUGE-L,Hybrid Reference Length (tokens),Hybrid Prediction Length (tokens),Hybrid Reference Length (chars),Hybrid Prediction Length (chars),Hybrid Contextual Relevance,Hybrid Semantic Similarity,Hybrid Distinct-1,Hybrid Distinct-2,Hybrid Response Time (s),RetrievalOnly BLEU-1,RetrievalOnly BLEU-2,RetrievalOnly BLEU-4,RetrievalOnly ROUGE-1,RetrievalOnly ROUGE-2,RetrievalOnly ROUGE-L,RetrievalOnly Reference Length (tokens),RetrievalOnly Prediction Length (tokens),RetrievalOnly Reference Length (chars),RetrievalOnly Prediction Length (chars),RetrievalOnly Contextual Relevance,RetrievalOnly Semantic Similarity,RetrievalOnly Distinct-1,RetrievalOnly Distinct-2,RetrievalOnly Response Time (s)
30,How do I stop feeling guilty about resting?,0.015060240963855416,0.01168322097027962,0.0,0.02711864406779661,0.020477815699658702,0.02711864406779661,8,282,43,1803,0.8223228454589844,0.8223228454589844,0.6595744680848725,0.9432624113471832,13.082568645477295,0.013262599469496022,0.010286817427588194,0.006232643657205566,0.028490028490028484,0.017191977077363897,0.028490028490028484,8,333,43,2096,0.7872436046600342,0.7872436046600342,0.6036036036034224,0.9369369369366556,12.74082350730896,0.011940298507462692,0.010356070209630227,0.006636810426629599,0.025078369905956112,0.018927444794952678,0.025078369905956112,8,304,43,1912,0.5301010608673096,0.5301010608673096,0.5921052631577,0.9276315789470633,12.207526683807373,0.012244897959183673,0.0,0.0,0.022075055187637967,0.0,0.017660044150110375,8,432,43,2480,0.5862463116645813,0.5862463116645813,0.5694444444443126,0.9513888888886687,0.010686874389648438
31,Why do I feel like I'm never good enough?,0.03937007874015749,0.024998437646469123,0.0,0.078125,0.03174603174603175,0.0625,9,114,41,739,0.8017430305480957,0.8017430305480957,0.8245614035080486,0.9824561403500154,6.62343168258667,0.03125,0.012791112752416268,0.0,0.07253886010362694,0.020942408376963352,0.04145077720207253,9,174,41,1073,0.5866291522979736,0.5866291522979736,0.7183908045972883,0.9712643678155338,7.586733102798462,0.05263157894736841,0.04098452443302373,0.0,0.10101010101010101,0.06185567010309277,0.10101010101010101,9,86,41,579,0.6947169303894043,0.6947169303894043,0.8720930232547999,0.9767441860453758,5.300698518753052,0.03921568627450981,0.027797893485952328,0.0,0.07881773399014778,0.04975124378109454,0.059113300492610835,9,182,41,1027,0.6110637784004211,0.6110637784004211,0.6978021978018144,0.9670329670324358,0.01066279411315918
32,How can I build real self-confidence?,0.01210653753026634,0.005420774836750143,0.0,0.027100271002710025,0.010899182561307902,0.02168021680216802,6,354,37,2291,0.7669315934181213,0.7669315934181213,0.6412429378529262,0.9576271186437973,13.853274822235107,0.008498583569405097,0.0,0.0,0.03278688524590164,0.0066006600660066,0.02622950819672131,6,290,37,1988,0.8279200196266174,0.8279200196266174,0.7068965517238942,0.9689655172410452,12.44902515411377,0.009740259740259738,0.005632692999294286,0.0,0.02877697841726618,0.014492753623188406,0.021582733812949638,6,261,37,1765,0.8297662734985352,0.8297662734985352,0.7203065134096858,0.9846743295015384,11.797271013259888,0.04597701149425288,0.03269912575968572,0.0,0.0963855421686747,0.04938271604938272,0.0963855421686747,6,75,37,460,0.6570400595664978,0.6570400595664978,0.746666666665671,0.9866666666653511,0.010077476501464844
33,How do I stop comparing myself to others?,0.012820512820512822,0.00642055401755364,0.0,0.03460207612456747,0.006968641114982578,0.02768166089965398,8,274,41,1749,0.789439857006073,0.789439857006073,0.7043795620435386,0.985401459853655,12.502864837646484,0.012618296529968449,0.006319123209181123,0.0,0.0272108843537415,0.00684931506849315,0.0272108843537415,8,281,41,1765,0.8398343920707703,0.8398343920707703,0.5978647686830613,0.907473309608218,10.738599061965942,0.010723860589812331,0.0075930997926641685,0.0,0.029498525073746316,0.011869436201780418,0.02359882005899705,8,324,41,2149,0.8595010042190552,0.8595010042190552,0.6666666666664609,0.9537037037034094,14.23843765258789,0.019736842105263153,0.008070817353691268,0.0,0.034482758620689655,0.013888888888888888,0.027586206896551724,8,274,41,1537,0.5634564757347107,0.5634564757347107,0.6459854014596182,0.9598540145981899,0.010615348815917969
34,How do I accept parts of myself that I don't like?,0.01474926253687315,0.00934204168379346,0.0,0.03908794788273615,0.019672131147540982,0.03908794788273615,11,286,50,1867,0.6946530342102051,0.6946530342102051,0.6853146853144457,0.9650349650346276,12.148301362991333,0.0181159420289855,0.011478340719169694,0.0,0.04597701149425288,0.023166023166023165,0.04597701149425288,11,239,50,1566,0.5695058107376099,0.5695058107376099,0.7071129707110012,0.9832635983259485,10.140944004058838,0.013186813186813183,0.007621790343983174,0.0,0.038186157517899756,0.014388489208633093,0.028639618138424822,11,392,50,2547,0.6235812306404114,0.6235812306404114,0.6249999999998406,0.9591836734691431,16.37700915336609,0.10344827586206899,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,11,75,50,460,0.6426277756690979,0.6426277756690979,0.746666666665671,0.9866666666653511,0.009633064270019531
35,Why do compliments make me uncomfortable?,0.01840490797546012,0.0,0.0,0.037267080745341616,0.0,0.037267080745341616,6,149,41,1029,0.7830464839935303,0.7830464839935303,0.7315436241605829,0.9731543624154544,8.509689331054688,0.011173184357541902,0.0,0.0,0.022857142857142854,0.0,0.022857142857142854,6,164,41,1148,0.7403891086578369,0.7403891086578369,0.7560975609751488,0.9878048780481783,7.207931995391846,0.009523809523809526,0.0,0.0,0.027874564459930314,0.0,0.027874564459930314,6,278,41,1793,0.7847433686256409,0.7847433686256409,0.6151079136688435,0.9424460431651287,11.724271774291992,0.005882352941176469,0.0,0.0,0.012779552715654953,0.0,0.012779552715654953,6,294,41,1679,0.5068307518959045,0.5068307518959045,0.673469387754873,0.9693877551017112,0.008475065231323242
36,How can I stop feeling like a failure?,0.02,0.016357216402190615,0.011605111940176403,0.05147058823529412,0.029629629629629627,0.03676470588235294,8,260,38,1715,0.8038501143455505,0.8038501143455505,0.7499999999997116,0.9692307692303965,11.902347087860107,0.011049723756906075,0.0,0.0,0.03592814371257485,0.0,0.02395209580838323,8,316,38,1936,0.7591469883918762,0.7591469883918762,0.6075949367086685,0.9525316455693189,11.801180601119995,0.030075187969924807,0.015094447095057544,0.0,0.06015037593984962,0.015267175572519085,0.04511278195488722,8,121,38,792,0.6702083945274353,0.6702083945274353,0.7851239669414999,0.991735537189263,6.615150690078735,0.014018691588785043,0.0,0.0,0.018957345971563982,0.0,0.018957345971563982,8,190,38,1082,0.5897769331932068,0.5897769331932068,0.7052631578943657,0.9684210526310694,0.01182866096496582
37,How do I deal with body image issues?,0.019417475728155338,0.013752500030627956,0.00796587295513454,0.04878048780487805,0.02459016393442623,0.03252032520325203,8,228,37,1534,0.7352319955825806,0.7352319955825806,0.749999999999671,0.9780701754381675,10.82479190826416,0.024390243902439022,0.01546350666114275,0.0,0.07106598984771574,0.02051282051282051,0.05076142131979695,8,181,37,1071,0.7179282307624817,0.7179282307624817,0.7182320441984983,0.9668508287287476,7.632768392562866,0.01932367149758454,0.016775359659703167,0.01077078636408475,0.042105263157894736,0.031914893617021274,0.042105263157894736,8,179,37,1166,0.7728886008262634,0.7728886008262634,0.7206703910610499,0.9664804469268344,8.734146118164062,0.047619047619047616,0.0,0.0,0.09999999999999999,0.0,0.049999999999999996,8,73,37,361,0.5540672540664673,0.5540672540664673,0.7945205479441171,0.9589041095877275,0.01224207878112793
38,What should I do if I don't know who I am anymore?,0.018264840182648404,0.0,0.0,0.02926829268292683,0.0,0.02926829268292683,12,188,50,1134,0.5684207677841187,0.5684207677841187,0.6968085106379273,0.9787234042547986,8.514305591583252,0.003401360544217688,0.0,0.0,0.03571428571428572,0.0,0.021428571428571425,12,258,50,1561,0.388182133436203,0.388182133436203,0.6511627906974221,0.941860465115914,10.550841331481934,0.007575757575757578,0.0,0.0,0.032786885245901634,0.008264462809917356,0.032786885245901634,12,225,50,1409,0.5134899616241455,0.5134899616241455,0.6844444444441403,0.9733333333329008,10.088487148284912,0.07920792079207921,0.05628780357842337,0.0,0.19047619047619047,0.09708737864077671,0.13333333333333333,12,90,50,537,0.6104400157928467,0.6104400157928467,0.7444444444436172,0.9888888888877901,0.012136459350585938
39,How do I build a stronger sense of identity?,0.013333333333333338,0.011941628680530648,0.008861487946942517,0.03571428571428572,0.02395209580838323,0.03571428571428572,9,316,44,2047,0.7191932797431946,0.7191932797431946,0.62341772151879,0.9303797468351487,13.09697675704956,0.0144927536231884,0.012981540392700214,0.009635424895072561,0.04545454545454545,0.026143790849673203,0.04545454545454545,9,289,44,1901,0.7523227334022522,0.7523227334022522,0.6643598615914657,0.9377162629754541,11.975539445877075,0.02482269503546099,0.018797552288397332,0.012835060044763381,0.052401746724890834,0.035242290748898675,0.052401746724890834,9,217,44,1436,0.7648519277572632,0.7648519277572632,0.6497695852531569,0.9170506912438171,10.037785053253174,0.07368421052631577,0.04849354328363279,0.027229004512518206,0.14285714285714285,0.0625,0.12244897959183673,9,87,44,459,0.5394689440727234,0.5394689440727234,0.7701149425278504,0.9540229885046505,0.012568473815917969
40,How can I forgive myself for past mistakes?,0.033653846153846145,0.022084766260487762,0.0,0.06153846153846154,0.031088082901554404,0.041025641025641026,8,183,43,1119,0.7855330109596252,0.7855330109596252,0.7103825136608141,0.9890710382508258,9.051097869873047,0.012500000000000006,0.005108427684025954,0.0,0.03233256351039261,0.004640371229698376,0.02771362586605081,8,413,43,2553,0.7670852541923523,0.7670852541923523,0.5932203389829073,0.9636803874089677,15.504988193511963,0.016949152542372878,0.010737800400040408,0.0,0.03816793893129771,0.015384615384615384,0.03053435114503817,8,251,43,1599,0.8196640014648438,0.8196640014648438,0.6653386454180616,0.9641434262944366,12.375134706497192,0.020689655172413793,0.014655084680071763,0.0,0.052173913043478265,0.026315789473684213,0.034782608695652174,8,224,43,1300,0.7058463096618652,0.7058463096618652,0.6562499999997071,0.9732142857138513,0.010843276977539062
41,What are quick ways to calm down anxiety?,0.013100436681222707,0.0,0.0,0.039999999999999994,0.0,0.03,8,187,41,1136,0.7288363575935364,0.7288363575935364,0.737967914438108,0.9625668449192715,10.011979818344116,0.012048192771084333,0.006033189366393896,0.0,0.026755852842809368,0.006734006734006734,0.026755852842809368,8,283,41,1600,0.723975658416748,0.723975658416748,0.5936395759715217,0.8727915194343207,11.318233728408813,0.028925619834710738,0.02191103090374592,0.0,0.06511627906976744,0.03755868544600939,0.06511627906976744,8,207,41,1208,0.7970884442329407,0.7970884442329407,0.7198067632846764,0.9661835748787604,9.72431468963623,0.015432098765432093,0.0,0.0,0.03355704697986577,0.0,0.026845637583892617,8,284,41,1681,0.6992367506027222,0.6992367506027222,0.6021126760561261,0.9718309859151508,0.010727643966674805
42,How can breathing exercises help with stress?,0.039735099337748346,0.028190459144096375,0.0,0.08391608391608392,0.0425531914893617,0.06993006993006994,7,135,45,821,0.8474790453910828,0.8474790453910828,0.7185185185179863,0.9777777777770535,6.688684463500977,0.015999999999999997,0.006540699401677284,0.0,0.03614457831325302,0.006060606060606061,0.030120481927710843,7,321,45,1946,0.7308054566383362,0.7308054566383362,0.6355140186913908,0.906542056074484,12.652510404586792,0.020270270270270275,0.01657863451279234,0.0,0.04428044280442805,0.02973977695167286,0.03690036900369004,7,262,45,1520,0.8014476299285889,0.8014476299285889,0.5114503816791941,0.8358778625951009,11.206810235977173,0.03614457831325301,0.014800609797685759,0.0,0.07741935483870968,0.0130718954248366,0.06451612903225806,7,148,45,813,0.6888206601142883,0.6888206601142883,0.7229729729724845,0.9797297297290678,0.008735895156860352
43,What are grounding techniques for panic attacks?,0.012448132780082983,0.0,0.0,0.02843601895734597,0.0,0.01895734597156398,7,204,48,1127,0.5753859877586365,0.5753859877586365,0.5980392156859814,0.8578431372544815,10.03465461730957,0.01428571428571428,0.006397912062198757,0.0,0.04152249134948097,0.006968641114982578,0.03460207612456748,7,277,48,1557,0.6842470169067383,0.6842470169067383,0.613718411552125,0.9061371841151964,10.999699354171753,0.011299435028248593,0.0,0.0,0.032573289902280124,0.006557377049180328,0.026058631921824105,7,296,48,1680,0.7313181757926941,0.7313181757926941,0.5810810810808847,0.8581081081078182,12.923223733901978,0.005830903790087462,0.0,0.0,0.019480519480519477,0.006535947712418301,0.012987012987012988,7,290,48,1815,0.6028843522071838,0.6028843522071838,0.6896551724135553,0.9758620689651808,0.008357763290405273
44,How do I create a safe mental space when overwhelmed?,0.027131782945736427,0.017796444015590194,0.009924967169305783,0.06986899563318777,0.026431718061674013,0.05240174672489083,10,216,53,1416,0.8023333549499512,0.8023333549499512,0.7453703703700253,0.9768518518513997,10.755905389785767,0.024193548387096777,0.017142017554394918,0.009937180278981715,0.07407407407407407,0.0427807486631016,0.05291005291005291,10,176,53,1197,0.6758814454078674,0.6758814454078674,0.8181818181813534,0.988636363635802,8.68213677406311,0.028985507246376805,0.022956681438339392,0.017051852327172826,0.06477732793522267,0.04081632653061225,0.05668016194331984,10,231,53,1401,0.8061109185218811,0.8061109185218811,0.6969696969693953,0.9264069264065254,10.309869766235352,0.014577259475218655,0.0,0.0,0.027027027027027025,0.0,0.020270270270270275,10,298,53,1547,0.6120006442070007,0.6120006442070007,0.5838926174494685,0.92953020134197,0.01147603988647461
45,What are healthy distractions when feeling down?,0.022304832713754646,0.01824576528818569,0.012950025691620227,0.05907172995780591,0.034042553191489355,0.05063291139240506,7,228,48,1435,0.7000270485877991,0.7000270485877991,0.732456140350556,0.929824561403101,11.128240823745728,0.022222222222222227,0.015742664151828747,0.0,0.05691056910569106,0.024590163934426233,0.04878048780487805,7,231,48,1343,0.6782190203666687,0.6782190203666687,0.6796536796533855,0.9567099567095426,9.54241943359375,0.009803921568627454,0.0,0.0,0.02185792349726776,0.0,0.01092896174863388,7,175,48,1013,0.5389876365661621,0.5389876365661621,0.7142857142853062,0.9542857142851691,8.484368801116943,0.009646302250803863,0.0,0.0,0.020905923344947733,0.0,0.013937282229965157,7,272,48,1448,0.5586620569229126,0.5586620569229126,0.5955882352938987,0.9264705882349535,0.00866079330444336
46,How can journaling improve my mental health?,0.01544401544401544,0.00773695838019076,0.0,0.03187250996015936,0.008032128514056226,0.03187250996015936,7,234,44,1603,0.8104627728462219,0.8104627728462219,0.6239316239313574,0.9316239316235335,10.841108560562134,0.020202020202020207,0.010126614730430882,0.0,0.043478260869565216,0.01098901098901099,0.043478260869565216,7,172,44,1227,0.8206980228424072,0.8206980228424072,0.7558139534879327,0.9709302325575752,7.830347776412964,0.03333333333333333,0.01673654817511446,0.0,0.06896551724137931,0.017543859649122806,0.05172413793103448,7,107,44,664,0.8276230096817017,0.8276230096817017,0.7476635514011704,0.9719626168215215,6.873735189437866,0.01145038167938931,0.0,0.0,0.016597510373443983,0.0,0.008298755186721992,7,225,44,1288,0.4438731074333191,0.4438731074333191,0.6888888888885828,0.9599999999995734,0.007721900939941406
47,What are some beginner mindfulness practices?,0.01003344481605351,0.008206007300291635,0.0,0.0311284046692607,0.023529411764705882,0.0311284046692607,6,249,45,1525,0.6940011978149414,0.6940011978149414,0.674698795180452,0.9357429718871745,10.858070850372314,0.012722646310432573,0.009867481499920311,0.0,0.028985507246376812,0.01749271137026239,0.028985507246376812,6,334,45,1981,0.7105284929275513,0.7105284929275513,0.6616766467063887,0.9491017964069015,12.714289426803589,0.016260162601626025,0.011521111979221598,0.0,0.04464285714285715,0.02702702702702703,0.03571428571428572,6,217,45,1244,0.5980559587478638,0.5980559587478638,0.6497695852531569,0.9308755760364374,10.578211069107056,0.0588235294117647,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,6,28,45,160,0.4769587516784668,0.4769587516784668,0.857142857139796,0.9285714285681123,0.012337684631347656
48,How do I deal with intrusive thoughts?,0.011857707509881426,0.009700968496029852,0.0,0.029126213592233007,0.019607843137254905,0.029126213592233007,7,199,38,1308,0.7984845042228699,0.7984845042228699,0.6683417085423777,0.929648241205563,9.60561466217041,0.00900900900900901,0.007366894773816716,0.0,0.02649006622516556,0.01333333333333333,0.02649006622516556,7,284,38,1885,0.7400800585746765,0.7400800585746765,0.6866197183096174,0.95422535211234,11.759531021118164,0.006711409395973154,0.004753665746934635,0.0,0.014925373134328356,0.007518796992481203,0.014925373134328356,7,259,38,1675,0.7711862325668335,0.7711862325668335,0.6177606177603793,0.9227799227795666,11.703139543533325,0.02597402597402598,0.010626878549845033,0.0,0.04587155963302752,0.0,0.027522935779816512,7,209,38,1139,0.7448551654815674,0.7448551654815674,0.6794258373202491,0.9952153110043086,0.010825395584106445
49,What are ways to self-soothe during a crisis?,0.018382352941176475,0.008235991784147665,0.0,0.05555555555555556,0.016000000000000004,0.03968253968253968,8,236,45,1509,0.7525801658630371,0.7525801658630371,0.6822033898302194,0.9491525423724793,10.177402973175049,0.012658227848101266,0.007315952579700042,0.0,0.03782505910165485,0.014251781472684086,0.028368794326241138,8,404,45,2315,0.7369211912155151,0.7369211912155151,0.5841584158414396,0.9059405940591817,15.49247670173645,0.019083969465648856,0.00855094479905636,0.0,0.05150214592274678,0.017316017316017313,0.02575107296137339,8,221,45,1320,0.7473392486572266,0.7473392486572266,0.6923076923073791,0.9276018099543315,10.642241477966309,0.021897810218978107,0.0,0.0,0.04411764705882353,0.0,0.04411764705882353,8,120,45,675,0.5347408056259155,0.5347408056259155,0.7666666666660278,0.9916666666658402,0.010994911193847656
50,How do I make a coping skills plan for bad days?,0.01890756302521008,0.01092777138888084,0.0057129895381789475,0.046189376443418015,0.018561484918793506,0.03695150115473442,11,414,48,2591,0.6440061330795288,0.6440061330795288,0.6352657004829384,0.9516908212558088,17.138009786605835,0.023316062176165803,0.017401321854614023,0.010542568533988567,0.05797101449275362,0.029154518950437316,0.046376811594202906,11,323,48,2004,0.8178736567497253,0.8178736567497253,0.6532507739936059,0.9535603715167327,12.610107660293579,0.024767801857585137,0.01519065232068103,0.0,0.05351170568561872,0.026936026936026935,0.04682274247491639,11,282,48,1766,0.787148654460907,0.787148654460907,0.677304964538767,0.9468085106379621,12.499495029449463,0.017341040462427744,0.0,0.0,0.03333333333333333,0.0,0.02666666666666667,11,300,48,1551,0.5735959410667419,0.5735959410667419,0.5799999999998067,0.9299999999996901,0.012011289596557617
51,What do I do if I feel like life has no purpose?,0.02,0.016357216402190615,0.011605111940176403,0.050359712230215826,0.028985507246376812,0.03597122302158273,12,262,48,1596,0.7061411738395691,0.7061411738395691,0.6526717557249417,0.9656488549614636,11.620029211044312,0.015075376884422105,0.0,0.0,0.05319148936170213,0.0,0.04255319148936171,12,163,48,973,0.4738207757472992,0.4738207757472992,0.7177914110425044,0.9631901840484889,7.756769895553589,0.007117437722419926,0.0,0.0,0.039525691699604744,0.0,0.03162055335968379,12,235,48,1475,0.631065309047699,0.631065309047699,0.710638297872038,0.9659574468080997,10.924063682556152,0.031007751937984492,0.015534009867140182,0.0,0.06666666666666667,0.01680672268907563,0.05,12,225,48,1243,0.6950650811195374,0.6950650811195374,0.5999999999997334,0.9244444444440336,0.011863231658935547
52,How do I find meaning during tough times?,0.018867924528301883,0.01464268531643556,0.00888185345939944,0.05,0.025210084033613446,0.03333333333333333,8,225,41,1392,0.4479553997516632,0.4479553997516632,0.728888888888565,0.9822222222217857,9.699717283248901,0.015432098765432093,0.011972142108905978,0.007256934521685747,0.04095563139931741,0.020618556701030927,0.04095563139931741,8,281,41,1751,0.4455592632293701,0.4455592632293701,0.6583629893236091,0.943060498220305,10.907076835632324,0.014084507042253521,0.012219072320070438,0.007834977605581073,0.04633204633204633,0.023346303501945526,0.03088803088803089,8,247,41,1494,0.5017173886299133,0.5017173886299133,0.6680161943317134,0.9433198380562983,10.270994424819946,0.05000000000000001,0.0,0.0,0.08695652173913043,0.0,0.08695652173913043,8,33,41,197,0.46728426218032837,0.46728426218032837,0.9696969696940312,0.9696969696940312,0.012146711349487305
53,How can I stop feeling lost in life?,0.012269938650306749,0.006144400490329321,0.0,0.03436426116838488,0.013840830449826988,0.027491408934707903,8,280,36,1711,0.7750325798988342,0.7750325798988342,0.6714285714283317,0.9499999999996608,12.78589129447937,0.021186440677966104,0.0,0.0,0.05555555555555555,0.009345794392523364,0.037037037037037035,8,199,36,1254,0.7528774738311768,0.7528774738311768,0.7738693467332796,0.9899497487432212,8.705653667449951,0.012779552715654946,0.00905097838444755,0.0,0.03623188405797101,0.021897810218978103,0.02898550724637681,8,264,36,1628,0.7558634877204895,0.7558634877204895,0.708333333333065,0.9659090909087251,11.909736633300781,0.0066755674232309775,0.002987399434064857,0.0,0.011396011396011395,0.002857142857142857,0.008547008547008548,8,652,36,3829,0.6052998900413513,0.6052998900413513,0.5889570552146336,0.9401840490796103,0.009976625442504883
54,Why do I fear change so much?,0.009803921568627454,0.0,0.0,0.020942408376963352,0.0,0.020942408376963352,7,181,29,1089,0.7996129989624023,0.7996129989624023,0.6906077348062484,0.9668508287287476,8.21298098564148,0.009389671361502344,0.0,0.0,0.01990049751243781,0.0,0.01990049751243781,7,189,29,1197,0.7983391284942627,0.7983391284942627,0.6613756613753115,0.9576719576714511,7.734150171279907,0.007633587786259545,0.005408092342277782,0.0,0.025210084033613446,0.00847457627118644,0.025210084033613446,7,228,29,1361,0.8311408758163452,0.8311408758163452,0.6359649122804228,0.9342105263153798,10.785590887069702,0.031914893617021274,0.0,0.0,0.05405405405405406,0.0,0.05405405405405406,7,171,29,942,0.6302280426025391,0.6302280426025391,0.6666666666662768,0.9883040935666736,0.011020898818969727
55,How do I cope with existential dread?,0.010582010582010581,0.009176436168726123,0.005878814338479793,0.023529411764705882,0.01775147928994083,0.023529411764705882,7,328,37,2080,0.8435448408126831,0.8435448408126831,0.6036585365851819,0.9146341463411846,14.352402448654175,0.010752688172043006,0.006219222976530861,0.0,0.03088803088803089,0.007782101167315175,0.03088803088803089,7,246,37,1502,0.660891592502594,0.660891592502594,0.5934959349591084,0.9105691056906868,9.788483381271362,0.013333333333333338,0.010910894511799628,0.0,0.029411764705882356,0.0198019801980198,0.029411764705882356,7,195,37,1289,0.8515784740447998,0.8515784740447998,0.6923076923073374,0.9333333333328547,9.122256994247437,0.008403361344537813,0.0,0.0,0.01904761904761905,0.0,0.01904761904761905,7,402,37,2181,0.5393403172492981,0.5393403172492981,0.5597014925371743,0.9378109452733986,0.00957632064819336
56,What if I feel like my life doesn't matter?,0.019531249999999997,0.012376844287208423,0.0,0.04918032786885246,0.02479338842975207,0.04918032786885246,9,230,43,1393,0.39822471141815186,0.39822471141815186,0.6782608695649225,0.9695652173908829,10.659294843673706,0.030303030303030304,0.0,0.0,0.07547169811320754,0.0,0.05660377358490566,9,88,43,485,0.43790683150291443,0.43790683150291443,0.7954545454536415,0.9545454545443698,4.921742677688599,0.02702702702702703,0.00902256659231352,0.0,0.05714285714285715,0.012779552715654953,0.0380952380952381,9,296,43,1680,0.5063180327415466,0.5063180327415466,0.6081081081079027,0.939189189188872,11.824100255966187,0.020725388601036274,0.010376143617405248,0.0,0.044077134986225903,0.0110803324099723,0.03305785123966942,9,342,43,1721,0.523277759552002,0.523277759552002,0.5292397660817166,0.8771929824558838,0.011190652847290039
57,How can I rediscover passion and joy?,0.024271844660194174,0.018846690073711852,0.01144441220893189,0.05263157894736842,0.031914893617021274,0.042105263157894736,7,180,37,1122,0.6862103343009949,0.6862103343009949,0.6999999999996112,0.9777777777772346,9.137863636016846,0.015209125475285171,0.010774980021690327,0.0,0.0380952380952381,0.019230769230769232,0.02857142857142857,7,198,37,1329,0.6811993718147278,0.6811993718147278,0.7828282828278875,0.9848484848479875,9.002428531646729,0.017621145374449337,0.012487567401095244,0.0,0.03827751196172249,0.01932367149758454,0.028708133971291863,7,193,37,1298,0.6392912864685059,0.6392912864685059,0.7409326424866628,0.9585492227974308,9.5496346950531,0.01140684410646388,0.0,0.0,0.024896265560165973,0.0,0.016597510373443983,7,222,37,1249,0.4162631630897522,0.4162631630897522,0.6531531531528589,0.94594594594552,0.012094974517822266
58,How do I handle fear of death and dying?,0.04149377593360996,0.03220783132004154,0.02162879570564234,0.08372093023255814,0.056338028169014086,0.07441860465116279,9,205,40,1300,0.8295050263404846,0.8295050263404846,0.756097560975241,0.9756097560970851,9.399862051010132,0.018518518518518517,0.016594225052953885,0.012326925936283581,0.05555555555555556,0.03200000000000001,0.047619047619047616,9,235,40,1484,0.7756242156028748,0.7756242156028748,0.6723404255316289,0.9659574468080997,9.513006925582886,0.014563106796116507,0.011905183722882493,0.008438768485992112,0.026881720430107527,0.021621621621621623,0.026881720430107527,9,355,40,2345,0.8020209670066833,0.8020209670066833,0.63380281690123,0.9098591549293212,15.548149824142456,0.014925373134328363,0.0,0.0,0.04060913705583757,0.0,0.03045685279187817,9,180,40,988,0.6937448382377625,0.6937448382377625,0.6722222222218488,0.9722222222216822,0.012649774551391602
59,How do I accept uncertainty in life?,0.016778523489932886,0.013018449802178733,0.0,0.03690036900369004,0.02230483271375465,0.022140221402214024,7,259,36,1677,0.794488787651062,0.794488787651062,0.6718146718144125,0.9575289575285879,11.005775928497314,0.010344827586206902,0.005982913267242448,0.0,0.030303030303030307,0.007633587786259542,0.022727272727272724,7,253,36,1623,0.7715041637420654,0.7715041637420654,0.6996047430827275,0.9841897233197692,10.105695962905884,0.013888888888888888,0.012049067317797002,0.007725587060809261,0.0390625,0.023622047244094488,0.03125,7,244,36,1575,0.7435634732246399,0.7435634732246399,0.7172131147538044,0.9549180327864939,11.006318092346191,0.06896551724137931,0.0,0.0,0.12048192771084337,0.0,0.0963855421686747,7,75,36,460,0.4663793444633484,0.4663793444633484,0.746666666665671,0.9866666666653511,0.012202262878417969
60,How can I feel more grounded when the world feels chaotic?,0.04000000000000001,0.03535533905932738,0.02950144968927285,0.08333333333333333,0.06542056074766356,0.07407407407407407,11,203,58,1239,0.8006317019462585,0.8006317019462585,0.7192118226597443,0.9753694581275985,9.415509700775146,0.02572347266881029,0.012882464367731538,0.0,0.06164383561643835,0.013793103448275862,0.0410958904109589,11,270,58,1631,0.6492934226989746,0.6492934226989746,0.6555555555553128,0.9185185185181783,10.61550760269165,0.027491408934707903,0.009736424489709777,0.0,0.05947955390334572,0.00749063670411985,0.022304832713754646,11,251,58,1633,0.709344208240509,0.709344208240509,0.6733067729080984,0.9561752988044,11.112291097640991,0.023255813953488372,0.01245145612729381,0.0,0.04225352112676056,0.014184397163120567,0.03521126760563381,11,274,58,1527,0.42984750866889954,0.42984750866889954,0.591240875912193,0.9635036496346849,0.011940240859985352
